image_name,xmin,xmax,ymin,ymax,class_id
room1_dataCollector0002_20210118_im_gap_20210118-08_25_04.png,15,23,0,4,1
room1_dataCollector0002_20210118_im_gap_20210118-08_30_04.png,15,23,0,5,1
room1_dataCollector0002_20210118_im_gap_20210118-08_35_03.png,16,23,0,4,1
room1_dataCollector0002_20210118_im_gap_20210118-10_40_04.png,17,21,0,4,1
room1_dataCollector0002_20210118_im_gap_20210118-10_45_04.png,17,20,0,4,1
room1_dataCollector0002_20210118_im_gap_20210118-10_45_04.png,52,63,48,60,1
room1_dataCollector0002_20210118_im_gap_20210118-10_50_04.png,17,21,1,4,1
room1_dataCollector0002_20210118_im_gap_20210118-10_50_04.png,53,64,48,60,1
room1_dataCollector0002_20210118_im_gap_20210118-10_55_04.png,18,21,1,4,1
room1_dataCollector0002_20210118_im_gap_20210118-10_55_04.png,52,61,48,57,1
room1_dataCollector0002_20210118_im_gap_20210118-11_00_04.png,51,62,48,61,1
room1_dataCollector0002_20210118_im_gap_20210118-11_05_04.png,51,62,48,59,1
room1_dataCollector0002_20210118_im_gap_20210118-11_10_04.png,52,63,48,59,1
room1_dataCollector0002_20210118_im_gap_20210118-11_15_04.png,52,63,48,59,1
room1_dataCollector0002_20210118_im_gap_20210118-11_20_04.png,50,63,50,59,1
room1_dataCollector0002_20210118_im_gap_20210118-11_25_04.png,51,62,49,60,1
room1_dataCollector0002_20210118_im_gap_20210118-11_45_04.png,51,62,48,59,1
room1_dataCollector0002_20210118_im_gap_20210118-11_55_04.png,52,63,49,60,1
room1_dataCollector0002_20210118_im_gap_20210118-12_00_04.png,54,68,40,54,1
room1_dataCollector0002_20210118_im_gap_20210118-12_00_04.png,51,62,48,61,1
room1_dataCollector0002_20210118_im_gap_20210118-12_05_04.png,54,66,50,62,1
room1_dataCollector0002_20210118_im_gap_20210118-13_00_04.png,3,12,30,39,1
room1_dataCollector0002_20210118_im_gap_20210118-13_00_04.png,53,73,47,58,1
room1_dataCollector0002_20210118_im_gap_20210118-13_05_04.png,51,63,49,61,1
room1_dataCollector0002_20210118_im_gap_20210118-13_05_04.png,3,11,29,38,1
room1_dataCollector0002_20210118_im_gap_20210118-13_10_04.png,52,64,48,61,1
room1_dataCollector0002_20210118_im_gap_20210118-13_10_04.png,3,12,30,39,1
room1_dataCollector0002_20210118_im_gap_20210118-13_15_04.png,2,11,30,39,1
room1_dataCollector0002_20210118_im_gap_20210118-13_15_04.png,50,63,48,62,1
room1_dataCollector0002_20210118_im_gap_20210118-13_20_03.png,51,65,38,52,1
room1_dataCollector0002_20210118_im_gap_20210118-13_20_03.png,51,67,51,62,1
room1_dataCollector0002_20210118_im_gap_20210118-13_25_04.png,44,65,40,52,1
room1_dataCollector0002_20210118_im_gap_20210118-13_25_04.png,45,68,51,62,1
room1_dataCollector0002_20210118_im_gap_20210118-13_30_04.png,45,65,48,62,1
room1_dataCollector0002_20210118_im_gap_20210118-13_35_04.png,52,62,48,63,1
room1_dataCollector0002_20210118_im_gap_20210118-13_40_04.png,50,64,47,61,1
room1_dataCollector0002_20210118_im_gap_20210118-13_45_04.png,51,62,47,62,1
room1_dataCollector0002_20210118_im_gap_20210118-13_50_04.png,51,64,50,61,1
room1_dataCollector0002_20210118_im_gap_20210118-13_55_04.png,51,64,48,61,1
room1_dataCollector0002_20210118_im_gap_20210118-14_00_04.png,53,63,49,60,1
room1_dataCollector0002_20210118_im_gap_20210118-14_05_04.png,4,16,32,42,1
room1_dataCollector0002_20210118_im_gap_20210118-14_05_04.png,53,65,49,61,1
room1_dataCollector0002_20210118_im_gap_20210118-14_10_04.png,12,29,30,45,1
room1_dataCollector0002_20210118_im_gap_20210118-14_10_04.png,3,13,33,42,1
room1_dataCollector0002_20210118_im_gap_20210118-14_15_04.png,2,12,29,39,1
room1_dataCollector0002_20210125_im_gap_20210125-07_50_06.png,1,15,28,40,1
room1_dataCollector0002_20210125_im_gap_20210125-07_50_06.png,6,25,39,52,1
room1_dataCollector0002_20210125_im_gap_20210125-07_55_04.png,2,15,31,41,1
room1_dataCollector0002_20210125_im_gap_20210125-07_55_04.png,8,19,36,49,1
room1_dataCollector0002_20210125_im_gap_20210125-08_10_04.png,17,24,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-08_15_03.png,17,24,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-08_20_03.png,17,24,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-08_25_04.png,17,24,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-08_30_04.png,17,23,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-08_40_03.png,16,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-08_40_03.png,51,64,52,64,1
room1_dataCollector0002_20210125_im_gap_20210125-08_45_04.png,17,24,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-08_45_04.png,51,61,48,61,1
room1_dataCollector0002_20210125_im_gap_20210125-08_55_04.png,52,62,52,62,1
room1_dataCollector0002_20210125_im_gap_20210125-08_55_04.png,15,21,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-09_00_04.png,17,24,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-09_00_04.png,52,62,53,63,1
room1_dataCollector0002_20210125_im_gap_20210125-09_10_04.png,2,14,33,41,1
room1_dataCollector0002_20210125_im_gap_20210125-09_10_04.png,53,63,49,60,1
room1_dataCollector0002_20210125_im_gap_20210125-09_15_04.png,31,36,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-09_20_04.png,51,60,55,65,1
room1_dataCollector0002_20210125_im_gap_20210125-09_20_04.png,2,11,30,37,1
room1_dataCollector0002_20210125_im_gap_20210125-09_25_03.png,49,62,52,64,1
room1_dataCollector0002_20210125_im_gap_20210125-09_30_04.png,54,63,50,62,1
room1_dataCollector0002_20210125_im_gap_20210125-09_40_04.png,25,34,0,11,1
room1_dataCollector0002_20210125_im_gap_20210125-09_40_04.png,5,26,45,58,1
room1_dataCollector0002_20210125_im_gap_20210125-09_45_04.png,50,62,53,64,1
room1_dataCollector0002_20210125_im_gap_20210125-09_50_04.png,55,64,53,62,1
room1_dataCollector0002_20210125_im_gap_20210125-09_55_04.png,52,63,54,63,1
room1_dataCollector0002_20210125_im_gap_20210125-10_00_04.png,51,61,54,64,1
room1_dataCollector0002_20210125_im_gap_20210125-10_05_04.png,51,62,53,63,1
room1_dataCollector0002_20210125_im_gap_20210125-10_10_04.png,52,62,54,61,1
room1_dataCollector0002_20210125_im_gap_20210125-10_25_04.png,52,61,55,64,1
room1_dataCollector0002_20210125_im_gap_20210125-10_30_04.png,53,65,52,62,1
room1_dataCollector0002_20210125_im_gap_20210125-10_35_04.png,51,62,52,65,1
room1_dataCollector0002_20210125_im_gap_20210125-10_35_04.png,18,25,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-10_40_04.png,18,25,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-10_40_04.png,54,63,53,64,1
room1_dataCollector0002_20210125_im_gap_20210125-10_45_04.png,18,24,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-10_45_04.png,53,60,55,61,1
room1_dataCollector0002_20210125_im_gap_20210125-10_50_04.png,18,24,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-10_50_04.png,54,62,55,66,1
room1_dataCollector0002_20210125_im_gap_20210125-10_55_04.png,18,25,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-10_55_04.png,52,64,54,63,1
room1_dataCollector0002_20210125_im_gap_20210125-11_05_04.png,54,63,55,64,1
room1_dataCollector0002_20210125_im_gap_20210125-11_10_04.png,53,61,55,65,1
room1_dataCollector0002_20210125_im_gap_20210125-11_15_03.png,53,62,55,65,1
room1_dataCollector0002_20210125_im_gap_20210125-11_20_04.png,54,71,25,37,1
room1_dataCollector0002_20210125_im_gap_20210125-11_20_04.png,53,64,54,64,1
room1_dataCollector0002_20210125_im_gap_20210125-13_15_04.png,52,63,54,62,1
room1_dataCollector0002_20210125_im_gap_20210125-13_20_03.png,51,60,53,62,1
room1_dataCollector0002_20210125_im_gap_20210125-13_45_04.png,24,39,18,32,1
room1_dataCollector0002_20210125_im_gap_20210125-13_45_04.png,0,13,42,50,1
room1_dataCollector0002_20210125_im_gap_20210125-14_00_04.png,2,10,30,38,1
room1_dataCollector0002_20210125_im_gap_20210125-14_10_04.png,2,11,29,38,1
room1_dataCollector0002_20210125_im_gap_20210125-14_20_04.png,13,28,30,42,1
room1_dataCollector0002_20210125_im_gap_20210125-14_20_04.png,2,11,29,45,1
room1_dataCollector0002_20210125_im_gap_20210125-14_25_04.png,2,12,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-14_30_04.png,36,42,0,8,1
room1_dataCollector0002_20210125_im_gap_20210125-14_30_04.png,26,32,0,8,1
room1_dataCollector0002_20210125_im_gap_20210125-14_35_04.png,2,11,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-14_35_04.png,17,30,42,58,1
room1_dataCollector0002_20210125_im_gap_20210125-14_35_04.png,53,64,49,62,1
room1_dataCollector0002_20210125_im_gap_20210125-14_40_04.png,17,23,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-14_40_04.png,3,10,28,39,1
room1_dataCollector0002_20210125_im_gap_20210125-14_45_04.png,23,36,49,65,1
room1_dataCollector0002_20210125_im_gap_20210125-14_45_04.png,53,64,50,63,1
room1_dataCollector0002_20210125_im_gap_20210125-14_50_04.png,17,23,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-15_00_03.png,18,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_00_03.png,2,19,43,53,1
room1_dataCollector0002_20210125_im_gap_20210125-15_00_03.png,21,31,47,64,1
room1_dataCollector0002_20210125_im_gap_20210125-15_05_04.png,17,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_05_04.png,3,11,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-15_05_04.png,52,63,53,64,1
room1_dataCollector0002_20210125_im_gap_20210125-15_10_04.png,17,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_10_04.png,2,11,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-15_10_04.png,52,65,52,62,1
room1_dataCollector0002_20210125_im_gap_20210125-15_10_04.png,22,36,54,64,1
room1_dataCollector0002_20210125_im_gap_20210125-15_15_04.png,17,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_15_04.png,53,68,51,63,1
room1_dataCollector0002_20210125_im_gap_20210125-15_20_04.png,17,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_20_04.png,51,63,51,63,1
room1_dataCollector0002_20210125_im_gap_20210125-15_25_04.png,18,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_25_04.png,53,67,50,62,1
room1_dataCollector0002_20210125_im_gap_20210125-15_25_04.png,22,36,54,64,1
room1_dataCollector0002_20210125_im_gap_20210125-15_35_04.png,3,11,29,39,1
room1_dataCollector0002_20210125_im_gap_20210125-15_35_04.png,22,36,54,64,1
room1_dataCollector0002_20210125_im_gap_20210125-15_35_04.png,53,63,50,63,1
room1_dataCollector0002_20210125_im_gap_20210125-15_40_04.png,3,11,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-15_40_04.png,19,36,46,64,1
room1_dataCollector0002_20210125_im_gap_20210125-15_40_04.png,53,67,49,60,1
room1_dataCollector0002_20210125_im_gap_20210125-15_45_04.png,17,22,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_45_04.png,3,10,29,38,1
room1_dataCollector0002_20210125_im_gap_20210125-15_45_04.png,54,65,50,62,1
room1_dataCollector0002_20210125_im_gap_20210125-15_45_04.png,23,35,53,63,1
room1_dataCollector0002_20210125_im_gap_20210125-15_50_04.png,18,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-15_50_04.png,3,10,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-15_50_04.png,22,36,53,63,1
room1_dataCollector0002_20210125_im_gap_20210125-15_50_04.png,53,66,51,60,1
room1_dataCollector0002_20210125_im_gap_20210125-15_55_04.png,22,36,52,64,1
room1_dataCollector0002_20210125_im_gap_20210125-16_00_04.png,54,66,51,63,1
room1_dataCollector0002_20210125_im_gap_20210125-16_00_04.png,2,10,31,38,1
room1_dataCollector0002_20210125_im_gap_20210125-16_05_04.png,2,11,29,38,1
room1_dataCollector0002_20210125_im_gap_20210125-16_05_04.png,50,61,52,62,1
room1_dataCollector0002_20210125_im_gap_20210125-16_10_03.png,2,10,29,38,1
room1_dataCollector0002_20210125_im_gap_20210125-16_10_03.png,19,30,49,62,1
room1_dataCollector0002_20210125_im_gap_20210125-16_10_03.png,51,62,51,61,1
room1_dataCollector0002_20210125_im_gap_20210125-16_15_03.png,3,15,40,53,1
room1_dataCollector0002_20210125_im_gap_20210125-16_15_03.png,21,30,55,71,1
room1_dataCollector0002_20210125_im_gap_20210125-16_15_03.png,54,65,49,62,1
room1_dataCollector0002_20210125_im_gap_20210125-16_20_04.png,11,21,4,13,1
room1_dataCollector0002_20210125_im_gap_20210125-16_20_04.png,2,11,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-16_20_04.png,53,65,49,62,1
room1_dataCollector0002_20210125_im_gap_20210125-18_05_04.png,17,24,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-18_15_04.png,17,23,0,5,1
room1_dataCollector0002_20210125_im_gap_20210125-18_20_04.png,17,24,0,4,1
room1_dataCollector0002_20210126_im_gap_20210126-08_35_04.png,49,63,50,62,1
room1_dataCollector0002_20210126_im_gap_20210126-08_35_04.png,3,13,29,38,1
room1_dataCollector0002_20210126_im_gap_20210126-08_40_04.png,51,62,51,62,1
room1_dataCollector0002_20210126_im_gap_20210126-08_45_04.png,50,62,52,61,1
room1_dataCollector0002_20210126_im_gap_20210126-08_45_04.png,3,11,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-08_50_04.png,50,64,50,62,1
room1_dataCollector0002_20210126_im_gap_20210126-08_50_04.png,3,12,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-08_55_04.png,53,63,50,63,1
room1_dataCollector0002_20210126_im_gap_20210126-08_55_04.png,2,12,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-09_00_04.png,52,63,48,60,1
room1_dataCollector0002_20210126_im_gap_20210126-09_00_04.png,29,35,0,8,1
room1_dataCollector0002_20210126_im_gap_20210126-09_15_04.png,54,63,51,66,1
room1_dataCollector0002_20210126_im_gap_20210126-09_15_04.png,3,11,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-09_20_04.png,2,12,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-09_20_04.png,53,64,53,65,1
room1_dataCollector0002_20210125_im_gap_20210125-16_40_04.png,6,19,25,39,1
room1_dataCollector0002_20210125_im_gap_20210125-16_40_04.png,22,36,53,64,1
room1_dataCollector0002_20210125_im_gap_20210125-16_45_04.png,30,39,0,12,1
room1_dataCollector0002_20210125_im_gap_20210125-16_45_04.png,2,11,27,39,1
room1_dataCollector0002_20210125_im_gap_20210125-16_45_04.png,19,30,51,65,1
room1_dataCollector0002_20210125_im_gap_20210125-16_50_04.png,2,10,27,38,1
room1_dataCollector0002_20210125_im_gap_20210125-16_50_04.png,20,31,53,70,1
room1_dataCollector0002_20210125_im_gap_20210125-16_55_03.png,2,10,27,38,1
room1_dataCollector0002_20210125_im_gap_20210125-17_00_04.png,3,11,28,39,1
room1_dataCollector0002_20210125_im_gap_20210125-17_00_04.png,6,26,37,48,1
room1_dataCollector0002_20210125_im_gap_20210125-17_05_04.png,1,10,27,38,1
room1_dataCollector0002_20210125_im_gap_20210125-17_05_04.png,22,34,53,63,1
room1_dataCollector0002_20210125_im_gap_20210125-17_10_04.png,23,34,53,62,1
room1_dataCollector0002_20210126_im_gap_20210126-09_25_04.png,2,12,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-09_30_04.png,2,12,29,38,1
room1_dataCollector0002_20210126_im_gap_20210126-09_30_04.png,22,31,62,72,1
room1_dataCollector0002_20210126_im_gap_20210126-09_30_04.png,50,62,51,65,1
room1_dataCollector0002_20210126_im_gap_20210126-09_35_04.png,2,11,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-09_35_04.png,49,61,54,65,1
room1_dataCollector0002_20210126_im_gap_20210126-09_45_04.png,2,11,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-09_45_04.png,55,64,51,63,1
room1_dataCollector0002_20210126_im_gap_20210126-09_50_04.png,2,11,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-09_50_04.png,51,63,50,62,1
room1_dataCollector0002_20210126_im_gap_20210126-09_55_04.png,51,63,52,62,1
room1_dataCollector0002_20210126_im_gap_20210126-10_05_04.png,52,63,51,62,1
room1_dataCollector0002_20210126_im_gap_20210126-10_05_04.png,2,11,29,38,1
room1_dataCollector0002_20210126_im_gap_20210126-10_10_04.png,52,63,50,62,1
room1_dataCollector0002_20210126_im_gap_20210126-10_10_04.png,2,11,29,39,1
room1_dataCollector0002_20210125_im_gap_20210125-17_25_04.png,1,11,33,45,1
room1_dataCollector0002_20210125_im_gap_20210125-17_30_04.png,15,26,41,52,1
room1_dataCollector0002_20210125_im_gap_20210125-17_35_04.png,18,23,0,2,1
room1_dataCollector0002_20210125_im_gap_20210125-17_35_04.png,3,11,28,38,1
room1_dataCollector0002_20210125_im_gap_20210125-17_45_04.png,17,23,0,4,1
room1_dataCollector0002_20210125_im_gap_20210125-17_45_04.png,3,11,27,37,1
room1_dataCollector0002_20210125_im_gap_20210125-17_55_04.png,17,23,0,3,1
room1_dataCollector0002_20210125_im_gap_20210125-17_55_04.png,2,12,27,38,1
room1_dataCollector0002_20210126_im_gap_20210126-07_45_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-07_50_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-07_55_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-08_00_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-08_05_04.png,18,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-08_10_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-08_15_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-10_15_04.png,51,62,53,62,1
room1_dataCollector0002_20210126_im_gap_20210126-10_15_04.png,2,11,29,37,1
room1_dataCollector0002_20210126_im_gap_20210126-10_20_04.png,52,63,50,62,1
room1_dataCollector0002_20210126_im_gap_20210126-10_20_04.png,2,11,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-10_25_04.png,52,64,50,61,1
room1_dataCollector0002_20210126_im_gap_20210126-10_25_04.png,2,14,28,39,1
room1_dataCollector0002_20210126_im_gap_20210126-10_30_04.png,1,13,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-10_35_04.png,1,12,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-10_35_04.png,52,61,53,64,1
room1_dataCollector0002_20210126_im_gap_20210126-10_45_04.png,53,67,41,57,1
room1_dataCollector0002_20210126_im_gap_20210126-10_45_04.png,51,62,52,64,1
room1_dataCollector0002_20210126_im_gap_20210126-10_50_04.png,53,67,46,64,1
room1_dataCollector0002_20210126_im_gap_20210126-10_55_04.png,51,62,50,64,1
room1_dataCollector0002_20210126_im_gap_20210126-11_00_03.png,52,62,51,62,1
room1_dataCollector0002_20210126_im_gap_20210126-11_10_04.png,2,11,28,37,1
room1_dataCollector0002_20210126_im_gap_20210126-11_10_04.png,51,61,49,64,1
room1_dataCollector0002_20210126_im_gap_20210126-11_15_04.png,49,61,54,65,1
room1_dataCollector0002_20210126_im_gap_20210126-11_20_04.png,52,61,49,65,1
room1_dataCollector0002_20210126_im_gap_20210126-11_25_04.png,3,10,29,38,1
room1_dataCollector0002_20210126_im_gap_20210126-11_25_04.png,51,61,52,62,1
room1_dataCollector0002_20210126_im_gap_20210126-11_30_04.png,2,11,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-11_30_04.png,51,61,51,62,1
room1_dataCollector0002_20210126_im_gap_20210126-11_45_04.png,52,62,50,63,1
room1_dataCollector0002_20210126_im_gap_20210126-11_50_04.png,51,62,51,62,1
room1_dataCollector0002_20210126_im_gap_20210126-11_55_04.png,53,62,50,64,1
room1_dataCollector0002_20210126_im_gap_20210126-12_00_04.png,52,62,50,63,1
room1_dataCollector0002_20210126_im_gap_20210126-12_05_04.png,29,40,7,25,1
room1_dataCollector0002_20210126_im_gap_20210126-12_05_04.png,51,61,52,64,1
room1_dataCollector0002_20210126_im_gap_20210126-12_10_04.png,52,67,42,56,1
room1_dataCollector0002_20210126_im_gap_20210126-12_10_04.png,53,64,54,63,1
room1_dataCollector0002_20210126_im_gap_20210126-12_15_04.png,53,66,42,54,1
room1_dataCollector0002_20210126_im_gap_20210126-12_15_04.png,53,65,51,64,1
room1_dataCollector0002_20210126_im_gap_20210126-12_20_03.png,55,65,45,60,1
room1_dataCollector0002_20210126_im_gap_20210126-12_25_04.png,50,61,54,64,1
room1_dataCollector0002_20210126_im_gap_20210126-12_35_04.png,2,10,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-12_40_04.png,2,10,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-12_45_04.png,1,10,28,38,1
room1_dataCollector0002_20210126_im_gap_20210126-13_00_04.png,2,11,29,40,1
room1_dataCollector0002_20210126_im_gap_20210126-13_05_04.png,42,50,0,9,1
room1_dataCollector0002_20210126_im_gap_20210126-13_05_04.png,60,72,49,63,1
room1_dataCollector0002_20210126_im_gap_20210126-13_20_04.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-13_25_04.png,18,24,0,4,1
room1_dataCollector0002_20210126_im_gap_20210126-13_25_04.png,52,61,3,9,1
room1_dataCollector0002_20210126_im_gap_20210126-13_25_04.png,56,65,48,63,1
room1_dataCollector0002_20210126_im_gap_20210126-13_30_04.png,50,58,2,10,1
room1_dataCollector0002_20210126_im_gap_20210126-13_30_04.png,54,64,49,63,1
room1_dataCollector0002_20210126_im_gap_20210126-13_35_04.png,18,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-13_35_04.png,54,63,50,63,1
room1_dataCollector0002_20210126_im_gap_20210126-13_50_03.png,17,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-13_50_03.png,53,62,2,10,1
room1_dataCollector0002_20210126_im_gap_20210126-13_50_03.png,54,62,51,62,1
room1_dataCollector0002_20210126_im_gap_20210126-13_55_03.png,18,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-13_55_03.png,51,62,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-13_55_03.png,53,62,52,63,1
room1_dataCollector0002_20210126_im_gap_20210126-14_00_04.png,18,23,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-14_00_04.png,53,62,52,64,1
room1_dataCollector0002_20210126_im_gap_20210126-14_05_04.png,18,24,0,4,1
room1_dataCollector0002_20210126_im_gap_20210126-14_05_04.png,52,62,3,11,1
room1_dataCollector0002_20210126_im_gap_20210126-14_05_04.png,53,62,52,64,1
room1_dataCollector0002_20210126_im_gap_20210126-14_15_04.png,18,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-14_15_04.png,51,59,2,9,1
room1_dataCollector0002_20210126_im_gap_20210126-14_15_04.png,54,62,49,63,1
room1_dataCollector0002_20210126_im_gap_20210126-14_20_04.png,18,25,0,4,1
room1_dataCollector0002_20210126_im_gap_20210126-14_20_04.png,52,61,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-14_20_04.png,53,63,42,64,1
room1_dataCollector0002_20210126_im_gap_20210126-14_25_04.png,18,23,0,5,1
room1_dataCollector0002_20210126_im_gap_20210126-14_25_04.png,51,60,3,9,1
room1_dataCollector0002_20210126_im_gap_20210126-14_25_04.png,56,65,50,66,1
room1_dataCollector0002_20210126_im_gap_20210126-14_35_04.png,18,23,0,5,1
room1_dataCollector0002_20210126_im_gap_20210126-14_35_04.png,53,61,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-14_40_04.png,54,64,50,64,1
room1_dataCollector0002_20210126_im_gap_20210126-14_45_04.png,53,62,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-14_45_04.png,53,62,50,64,1
room1_dataCollector0002_20210126_im_gap_20210126-14_50_04.png,52,60,3,9,1
room1_dataCollector0002_20210126_im_gap_20210126-14_50_04.png,53,62,50,64,1
room1_dataCollector0002_20210126_im_gap_20210126-14_55_04.png,52,61,2,11,1
room1_dataCollector0002_20210126_im_gap_20210126-14_55_04.png,54,62,50,64,1
room1_dataCollector0002_20210126_im_gap_20210126-15_00_04.png,53,62,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-15_00_04.png,2,11,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-15_05_04.png,54,62,2,8,1
room1_dataCollector0002_20210126_im_gap_20210126-15_05_04.png,3,11,31,39,1
room1_dataCollector0002_20210126_im_gap_20210126-15_15_04.png,52,61,3,9,1
room1_dataCollector0002_20210126_im_gap_20210126-15_15_04.png,1,10,32,41,1
room1_dataCollector0002_20210126_im_gap_20210126-15_20_04.png,53,61,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-15_25_04.png,53,61,3,9,1
room1_dataCollector0002_20210126_im_gap_20210126-15_30_04.png,54,61,3,10,1
room1_dataCollector0002_20210126_im_gap_20210126-15_35_04.png,49,60,17,35,1
room1_dataCollector0002_20210126_im_gap_20210126-15_35_04.png,54,64,48,63,1
room1_dataCollector0002_20210126_im_gap_20210126-15_40_04.png,51,62,19,35,1
room1_dataCollector0002_20210126_im_gap_20210126-15_40_04.png,53,62,49,65,1
room1_dataCollector0002_20210126_im_gap_20210126-15_45_03.png,52,61,2,10,1
room1_dataCollector0002_20210126_im_gap_20210126-15_45_03.png,52,64,26,43,1
room1_dataCollector0002_20210126_im_gap_20210126-15_45_03.png,53,63,44,65,1
room1_dataCollector0002_20210126_im_gap_20210126-15_50_03.png,49,62,27,42,1
room1_dataCollector0002_20210126_im_gap_20210126-15_50_03.png,53,63,45,65,1
room1_dataCollector0002_20210126_im_gap_20210126-15_55_04.png,48,59,27,42,1
room1_dataCollector0002_20210126_im_gap_20210126-15_55_04.png,52,62,45,66,1
room1_dataCollector0002_20210126_im_gap_20210126-16_00_04.png,47,57,30,45,1
room1_dataCollector0002_20210126_im_gap_20210126-16_00_04.png,53,62,46,66,1
room1_dataCollector0002_20210126_im_gap_20210126-16_10_04.png,18,24,0,8,1
room1_dataCollector0002_20210126_im_gap_20210126-16_15_04.png,2,11,30,39,1
room1_dataCollector0002_20210126_im_gap_20210126-16_15_04.png,18,25,0,4,1
room1_dataCollector0002_20210126_im_gap_20210126-16_25_04.png,2,11,29,39,1
room1_dataCollector0002_20210126_im_gap_20210126-16_25_04.png,18,24,0,3,1
room1_dataCollector0002_20210126_im_gap_20210126-16_30_04.png,3,13,31,40,1
room1_dataCollector0002_20210126_im_gap_20210126-16_50_04.png,2,12,29,38,1
room1_dataCollector0002_20210126_im_gap_20210126-16_50_04.png,17,26,0,10,1
room1_dataCollector0002_20210126_im_gap_20210126-16_55_04.png,0,13,34,43,1
room1_dataCollector0002_20210126_im_gap_20210126-16_55_04.png,23,41,21,34,1
room1_dataCollector0002_20210126_im_gap_20210126-17_00_04.png,1,13,32,41,1
room1_dataCollector0002_20210126_im_gap_20210126-17_00_04.png,24,42,20,34,1
room1_dataCollector0002_20210126_im_gap_20210126-17_05_04.png,1,13,31,40,1
room1_dataCollector0002_20210126_im_gap_20210126-17_15_04.png,9,22,50,62,1
